Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://upload.wikimedia.org/wikipedia/commons/b/b3/Ucsbuniversitycenterandstorketower.jpg
San Clemente Pier,An excellent beach location in Southern California,33.418364,-117.622386,https://www.californiabeaches.com/beach/san-clemente-pier-city-beach/,https://upload.wikimedia.org/wikipedia/de/2/24/Der_San_Clemente_Pier.jpg
Grand Ole Opry,World famous country music venue in Nashville,36.206872,-86.692083,https://en.wikipedia.org/wiki/Grand_Ole_Opry,https://upload.wikimedia.org/wikipedia/commons/c/c8/Grand_Ole_Opry_%2897056906%29.jpg
Crypto.com Arena,World famous arena in downtown LA,34.042998,-118.267304,https://en.wikipedia.org/wiki/Crypto.com_Arena,https://upload.wikimedia.org/wikipedia/commons/1/17/Crypto.com_Arena_2022.jpg
Angel Stadium,MLB stadium for the Los Angeles Angels of Anaheim,33.800283,-117.882773,https://en.wikipedia.org/wiki/Angel_Stadium,https://upload.wikimedia.org/wikipedia/commons/4/4a/Angelstadiummarch2019.jpg
